Accident_ID,Speed,Traffic_Volume,Driver_Alcohol,Weather,Time_of_Day,Road_Type,Accident_Risk,Passenger_Count,Date,Road_Condition,Vehicle_Type,Driver_Experience_yrs,Severity
ACC01999,57.55399554,66.16072379,1.0,Rain,Morning,City,81.72380912,2.0,04-01-2024 21:50,,SUV,28,Fatal
ACC02880,57.19006472,56.42582942,1.0,Rain,Night,Rural,89.09311297,3.0,04-01-2024 23:23,Dry,truck,25,Fatal
ACC01550,78.40399836,45.37861045,0.0,Clear,Afternoon,Rural,40.19651555,5.0,05-01-2024 10:00,Dry,Car,2,Minor
ACC00638,61.09976951,57.40122231,0.0,Rain,Afternoon,City,42.2600622,1.0,05-01-2024 15:22,Dry,car,31,Minor
ACC02394,50.24964098,52.98683822,0.0,Clear,Night,Highway,43.34791128,3.0,05-01-2024 20:34,Wet,Car,10,Minor
ACC02155,41.09752852,32.61426026,1.0,Clear,Afternoon,City,52.88008601,1.0,05-01-2024 23:05,Dry,Car,33,Serious
ACC00935,66.60021675,51.20171989,1.0,Rain,Morning,City,85.9632276,0.0,06-01-2024 00:23,Dry,car,16,Fatal
ACC01584,,,,,,,,5.0,06-01-2024 04:33,Slippery,SUV,24,
ACC02170,66.99537562,27.4387489,1.0,Fog,Afternoon,Highway,59.30935996,5.0,06-01-2024 11:03,Dry,SUV,39,Serious
ACC01304,48.66382261,64.06855834,0.0,Rain,Afternoon,Rural,70.48020462,5.0,06-01-2024 11:28,Dry,Motorcycle,2,Fatal
ACC00190,37.27729163,86.59240403,0.0,Clear,Night,Highway,53.9662396,3.0,06-01-2024 11:31,Wet,Auto,31,Serious
ACC01502,51.73221426,22.94982621,0.0,Clear,Night,Highway,35.50196762,1.0,06-01-2024 23:30,Wet,Motorcycle,17,Minor
ACC00216,71.38453831,85.63597818,0.0,Clear,Afternoon,Highway,49.68174228,5.0,07-01-2024 02:29,Slippery,Car,32,Serious
ACC01390,48.69873194,61.70598873,1.0,Clear,Night,Rural,55.28818037,4.0,07-01-2024 03:16,Dry,Two-Wheeler,30,Serious
ACC02824,38.9221523,73.93821898,0.0,Fog,Night,Highway,70.35774468,4.0,07-01-2024 04:16,Slippery,Auto,28,Fatal
ACC01344,77.85969412,70.50218305,1.0,Clear,Morning,Rural,85.53816503,1.0,07-01-2024 04:49,Wet,SUV,10,Fatal
ACC02573,55.50485028,43.11872087,0.0,Clear,Night,City,41.54570095,3.0,07-01-2024 12:13,Slippery,Truck,25,Minor
ACC00586,63.72330879,24.1298475,0.0,Rain,Afternoon,Rural,39.20769963,3.0,07-01-2024 22:07,Wet,truck,0,Minor
ACC01939,76.28679487,69.65366286,0.0,Rain,Morning,City,57.05903918,0.0,08-01-2024 02:39,Slippery,Auto,29,Serious
ACC00300,69.44443263,72.74629085,0.0,Clear,Morning,City,53.59349269,0.0,08-01-2024 09:08,Slippery,Two-Wheeler,12,Serious
ACC02299,69.75675139,63.92645724,1.0,Clear,Afternoon,Rural,46.85179182,5.0,09-01-2024 04:24,Dry,truck,39,Minor
ACC01805,32.95290486,44.74506505,0.0,Clear,Night,Highway,43.43797327,2.0,09-01-2024 07:21,Slippery,Truck,22,Minor
ACC01341,62.40860972,68.82363733,0.0,Clear,Night,Highway,41.44787363,0.0,09-01-2024 13:53,Dry,truck,8,Minor
ACC01839,59.50155014,77.01704661,1.0,Clear,Afternoon,Highway,73.30771707,3.0,09-01-2024 15:11,Dry,car,34,Fatal
ACC01809,36.28213947,78.54610729,0.0,Clear,Afternoon,Highway,38.83366425,2.0,09-01-2024 19:28,Dry,Truck,11,Minor
ACC00887,68.75892278,6.077443578,0.0,Clear,Afternoon,Rural,23.29771853,0.0,09-01-2024 21:15,Dry,Motorcycle,23,Minor
ACC00758,62.77254186,90.8415208,0.0,Rain,Night,Rural,60.62063035,1.0,10-01-2024 04:02,Slippery,CAR,17,Serious
ACC00750,38.90008355,20.51735736,0.0,Fog,Night,City,66.00739206,4.0,10-01-2024 04:35,Dry,Two-Wheeler,4,Fatal
ACC01170,72.80123338,35.76053545,0.0,Clear,Afternoon,Rural,41.64340651,0.0,10-01-2024 06:18,Wet,SUV,24,Minor
ACC01284,74.35053475,69.46203122,1.0,Clear,Afternoon,Rural,78.15395589,0.0,10-01-2024 20:47,Wet,Truck,36,Fatal
ACC00306,61.75991075,71.2274193,0.0,Rain,Afternoon,Highway,48.70974138,1.0,11-01-2024 04:57,Slippery,truck,13,Serious
ACC01780,49.6136853,5.0,0.0,Clear,Morning,City,43.72680831,3.0,11-01-2024 12:04,Dry,Two-Wheeler,15,Minor
ACC01640,43.98700629,5.0,0.0,Clear,Night,Highway,29.25755796,5.0,11-01-2024 12:56,Wet,Bus,5,Minor
ACC00717,61.71341473,114.8618594,0.0,Fog,Morning,Highway,76.26314827,1.0,11-01-2024 13:46,Slippery,CAR,36,Fatal
ACC02504,50.81644898,22.35964863,0.0,Clear,Afternoon,Highway,34.57559292,5.0,11-01-2024 22:18,Dry,CAR,2,Minor
ACC00715,59.43547946,70.25274819,0.0,Clear,Morning,Highway,60.43186326,0.0,11-01-2024 23:26,Wet,Bus,18,Serious
ACC00439,34.44926341,24.23384765,0.0,Clear,Morning,City,25.02404606,3.0,12-01-2024 00:06,Dry,car,6,Minor
ACC01210,86.24365115,27.47892078,0.0,Clear,Night,Highway,66.4674573,2.0,12-01-2024 00:21,Dry,Bus,0,Fatal
ACC00538,54.23166684,33.75195302,0.0,Rain,Morning,City,42.21270933,0.0,12-01-2024 01:52,Wet,truck,14,Minor
ACC00205,39.33495948,30.95367239,0.0,Clear,Afternoon,Rural,18.47170454,1.0,12-01-2024 08:05,Wet,SUV,2,Minor
ACC02379,53.79802258,62.17471178,0.0,Fog,Morning,City,58.1446715,2.0,12-01-2024 11:47,Dry,CAR,33,Serious
ACC00913,,,,,,,,4.0,12-01-2024 19:55,Slippery,CAR,35,
ACC00349,49.22333668,63.5786258,0.0,Clear,Night,Rural,59.00837057,2.0,13-01-2024 01:35,Dry,Auto,32,Serious
ACC01056,49.92564948,54.12723543,0.0,Rain,Night,Rural,45.46091028,1.0,13-01-2024 09:15,Wet,Car,29,Minor
ACC00559,65.91678214,47.73743895,0.0,Clear,Afternoon,Highway,52.00987362,2.0,13-01-2024 11:28,Dry,CAR,3,Serious
ACC02120,57.13458356,66.33674023,0.0,Rain,Morning,Highway,46.4509993,1.0,13-01-2024 23:04,Dry,Two-Wheeler,38,Minor
ACC02384,59.27021473,83.69049669,0.0,Clear,Night,Rural,63.78770501,0.0,14-01-2024 10:56,Dry,Two-Wheeler,6,Fatal
ACC00732,45.32440834,33.43607454,0.0,Clear,Morning,Rural,35.53742998,3.0,14-01-2024 18:06,Slippery,Motorcycle,22,Minor
ACC02936,82.09006014,58.83493473,0.0,Rain,Afternoon,City,83.57707837,4.0,14-01-2024 21:29,,Motorcycle,22,Fatal
ACC02037,65.88623951,93.7018979,0.0,Clear,Morning,Rural,68.75913911,3.0,15-01-2024 15:50,Dry,Bus,11,Fatal
ACC00924,49.49818778,17.76865282,0.0,Clear,Night,City,34.49199364,3.0,15-01-2024 18:31,Wet,Two-Wheeler,38,Minor
ACC01518,69.46217527,56.88107843,1.0,Fog,Afternoon,Rural,85.18136897,3.0,15-01-2024 23:31,Slippery,Truck,8,Fatal
ACC02901,59.31731632,48.59559277,0.0,Clear,Night,Rural,56.69831906,1.0,15-01-2024 23:43,Dry,CAR,30,Serious
ACC01201,61.87836754,54.87314447,0.0,Clear,Afternoon,City,50.98008991,1.0,16-01-2024 04:07,Slippery,Truck,26,Serious
ACC01404,70.78429966,56.9719024,0.0,Clear,Morning,Rural,64.17153152,4.0,16-01-2024 05:14,Wet,Truck,31,Fatal
ACC02273,49.86437881,26.0054947,0.0,Rain,Afternoon,Highway,44.48950247,1.0,16-01-2024 06:54,Dry,CAR,18,Minor
ACC02469,70.24993489,43.46653505,0.0,Rain,Morning,City,74.78959091,5.0,16-01-2024 18:58,Dry,Two-Wheeler,16,Fatal
ACC00883,52.65840836,13.12412833,1.0,Fog,Night,Highway,58.74321357,,16-01-2024 21:52,Dry,truck,32,Serious
ACC01851,50.30659035,5.0,0.0,Clear,Afternoon,City,32.02616161,1.0,17-01-2024 02:06,Wet,CAR,23,Minor
ACC00110,58.88331126,12.60367321,1.0,Clear,Night,Rural,41.64170328,1.0,17-01-2024 05:19,Slippery,Two-Wheeler,33,Minor
ACC01724,69.23051226,43.92871349,0.0,Fog,Afternoon,Highway,63.76059638,0.0,17-01-2024 10:05,Dry,truck,8,Serious
ACC00167,72.3309024,42.20152587,0.0,Clear,Morning,Highway,45.22929512,4.0,17-01-2024 16:12,Slippery,Motorcycle,34,Minor
ACC01007,73.4278983,5.0,0.0,Clear,Afternoon,City,16.05843677,5.0,17-01-2024 20:19,Slippery,Two-Wheeler,36,Minor
ACC02457,51.29920138,37.4269139,0.0,Clear,Night,Highway,30.78777469,1.0,18-01-2024 00:37,Wet,car,38,Minor
ACC01899,68.41379172,63.41822497,0.0,Rain,Morning,Highway,67.31672572,4.0,18-01-2024 09:10,Dry,truck,7,Fatal
ACC01276,62.1257537,47.97438563,0.0,Clear,Night,City,58.32654063,2.0,18-01-2024 14:54,Slippery,Bus,38,Serious
ACC00355,59.71475688,38.12377184,0.0,Clear,Night,City,50.80235789,0.0,18-01-2024 21:33,Dry,Truck,31,Serious
ACC02234,73.38896007,44.8610975,1.0,Clear,Night,Rural,54.61664197,1.0,19-01-2024 05:08,Dry,Bus,1,Serious
ACC01443,62.71532338,61.03771944,1.0,Clear,Night,City,65.46026026,5.0,19-01-2024 15:57,Wet,SUV,22,Fatal
ACC02191,36.02813472,37.2918024,0.0,Rain,Night,Highway,42.96762657,0.0,19-01-2024 20:53,Dry,Car,25,Minor
ACC02879,64.38289092,33.65183731,0.0,Clear,Afternoon,Highway,32.73899965,5.0,20-01-2024 00:45,Dry,truck,6,Minor
ACC02791,68.92544199,17.48911933,0.0,Clear,Morning,Highway,48.00714377,0.0,20-01-2024 06:18,Slippery,car,3,Minor
ACC01618,48.72313425,5.0,1.0,Clear,Night,Rural,62.43823794,2.0,20-01-2024 08:14,Wet,Bus,24,Serious
ACC00657,60.20893938,50.14356934,1.0,Rain,Afternoon,Rural,64.68975432,4.0,20-01-2024 20:34,Dry,Truck,7,Fatal
ACC01334,82.36089205,53.98847972,0.0,Clear,Afternoon,Rural,52.10100644,0.0,20-01-2024 21:41,Dry,Bus,18,Serious
ACC02096,58.8635357,43.08161342,1.0,Rain,Morning,City,75.38568844,3.0,21-01-2024 07:27,Wet,Car,4,Fatal
ACC01478,66.29298666,65.1312935,0.0,Clear,Afternoon,Highway,27.26048458,2.0,21-01-2024 07:39,Wet,CAR,39,Minor
ACC01471,77.9494723,56.46370965,0.0,Clear,Night,Rural,51.04808003,3.0,21-01-2024 10:13,Slippery,Car,12,Serious
ACC02000,48.82646033,33.03868804,0.0,Rain,Afternoon,Highway,28.97816855,2.0,21-01-2024 15:23,Slippery,car,3,Minor
ACC00673,54.85968609,27.13961376,0.0,Clear,Morning,Highway,29.15259622,3.0,21-01-2024 15:56,Slippery,Bus,4,Minor
ACC01182,80.8800343,39.81573275,0.0,Rain,Morning,Highway,67.83436972,3.0,21-01-2024 19:02,Slippery,Truck,24,Fatal
ACC01036,83.60980145,69.13406373,0.0,Rain,Morning,Highway,74.60828182,5.0,21-01-2024 20:44,Slippery,truck,24,Fatal
ACC02623,61.25739942,31.20064342,0.0,Clear,Night,Highway,50.19784178,0.0,22-01-2024 09:41,Dry,Car,22,Serious
ACC00681,70.82508096,27.60907743,0.0,Clear,Morning,City,35.64946546,0.0,22-01-2024 15:25,Dry,Car,7,Minor
ACC00941,40.79543402,57.58306237,0.0,Clear,Morning,City,47.67582565,2.0,22-01-2024 16:17,Wet,truck,2,Minor
ACC01665,79.4549182,64.36834847,0.0,Fog,Morning,City,90.48349236,4.0,23-01-2024 02:25,Dry,truck,10,Fatal
ACC01768,57.36171281,44.9447349,0.0,Rain,Night,City,51.63756005,5.0,23-01-2024 03:16,Dry,Bus,31,Serious
ACC02588,56.95529044,5.0,1.0,Rain,Afternoon,Highway,50.2634867,0.0,23-01-2024 21:12,Dry,SUV,27,Serious
ACC01476,69.72420651,60.28125105,0.0,Clear,Morning,Rural,50.05036922,0.0,23-01-2024 22:34,Slippery,Auto,28,Serious
ACC02701,65.80212781,49.49011743,1.0,Fog,Night,City,79.50547559,5.0,24-01-2024 00:32,Wet,truck,33,Fatal
ACC00184,67.23708623,43.38421551,0.0,Clear,Night,Rural,54.92339318,1.0,24-01-2024 01:08,Dry,Bus,1,Serious
ACC02198,60.28721666,43.26209746,0.0,Rain,Morning,Highway,49.17877973,5.0,24-01-2024 05:16,Wet,truck,33,Serious
ACC02539,41.31423935,25.35137522,0.0,Fog,Morning,City,56.32360966,0.0,24-01-2024 08:00,,truck,13,Serious
ACC01159,74.7264823,37.00346229,0.0,Clear,Night,Highway,52.136819,4.0,24-01-2024 08:21,Dry,Car,8,Serious
ACC02890,65.74483477,42.98443589,0.0,Clear,Afternoon,City,51.96796126,1.0,24-01-2024 12:28,Dry,Auto,38,Serious
ACC02602,69.29567169,47.92826293,0.0,Rain,Afternoon,Highway,59.29012869,3.0,24-01-2024 20:11,Slippery,Truck,30,Serious
ACC02446,63.95230823,45.56223457,0.0,Clear,Night,City,32.84224637,5.0,24-01-2024 20:26,Wet,Car,32,Minor
ACC00470,51.36272639,45.62693445,0.0,Clear,Morning,Highway,29.76493035,3.0,24-01-2024 20:36,Dry,Truck,17,Minor
ACC00752,39.72473092,56.58213557,0.0,Clear,Night,City,45.48690696,1.0,25-01-2024 04:02,Dry,SUV,33,Minor
ACC00565,78.01820883,69.1677164,0.0,Fog,Morning,City,55.939829,1.0,25-01-2024 10:12,Slippery,truck,16,Serious
ACC02805,58.56803629,73.54369926,0.0,Clear,Morning,Highway,48.94043827,1.0,25-01-2024 12:49,Slippery,Truck,28,Serious
ACC02219,91.49582684,39.72198747,0.0,Rain,Night,Rural,53.66948216,2.0,25-01-2024 23:44,Slippery,truck,21,Serious
ACC00281,61.70276018,32.76593859,0.0,Rain,Night,Rural,49.35081956,5.0,26-01-2024 15:21,Dry,Bus,22,Serious
ACC02859,77.69587813,43.98039375,0.0,Clear,Night,Rural,64.01627415,4.0,26-01-2024 18:57,Dry,Two-Wheeler,8,Fatal
ACC00649,56.53598205,65.6574747,0.0,Clear,Morning,Rural,44.81382538,4.0,27-01-2024 02:51,Slippery,car,8,Minor
ACC02435,63.37961883,63.75865944,0.0,Fog,Morning,Highway,62.2569987,,27-01-2024 06:50,Wet,CAR,17,Serious
ACC00669,20.23545287,47.15706926,0.0,Clear,Night,Highway,27.16553856,3.0,27-01-2024 14:51,Slippery,SUV,12,Minor
ACC00897,57.4932288,77.86909055,0.0,Clear,Morning,Highway,50.29665344,3.0,27-01-2024 22:26,Slippery,Two-Wheeler,9,Serious
ACC02904,64.94263103,71.20287637,0.0,Fog,Morning,Rural,52.79311173,5.0,28-01-2024 03:20,Slippery,CAR,13,Serious
ACC02395,58.74843045,21.77886338,0.0,Fog,Night,City,69.05437307,0.0,28-01-2024 03:40,Slippery,SUV,22,Fatal
ACC01339,54.17734772,8.73193695,0.0,Clear,Afternoon,Highway,18.89451731,3.0,28-01-2024 06:40,Dry,Auto,14,Minor
ACC02624,81.15688718,59.53302082,0.0,Clear,Night,City,87.79605321,1.0,28-01-2024 09:37,Wet,SUV,35,Fatal
ACC00685,41.66808287,62.0618937,0.0,Clear,Afternoon,Highway,39.54046104,3.0,28-01-2024 16:52,Slippery,Motorcycle,27,Minor
ACC00305,59.68647609,72.01642797,0.0,Clear,Night,Rural,54.55628527,1.0,29-01-2024 03:39,Wet,car,36,Serious
ACC00584,94.06039287,25.54209961,0.0,Clear,Afternoon,Highway,53.04852712,2.0,29-01-2024 09:46,Wet,CAR,6,Serious
ACC01940,61.4697473,21.99858554,0.0,Rain,Afternoon,City,45.88677024,0.0,29-01-2024 21:28,Wet,Truck,10,Minor
ACC01479,46.68761733,22.11009862,0.0,Rain,Afternoon,Rural,44.70703979,0.0,30-01-2024 10:12,Slippery,Two-Wheeler,35,Minor
ACC00832,46.2202208,39.43405907,0.0,Rain,Morning,Rural,42.23734546,5.0,30-01-2024 10:29,Dry,truck,35,Minor
ACC02011,35.88660203,81.96643615,0.0,Clear,Afternoon,City,43.20349063,5.0,30-01-2024 14:34,Slippery,Bus,10,Minor
ACC01477,58.18577777,40.77660536,0.0,Clear,Night,Highway,65.201931,4.0,31-01-2024 05:47,Wet,Auto,9,Fatal
ACC02962,50.87115415,92.10594859,0.0,Rain,Afternoon,Highway,57.80933978,2.0,31-01-2024 07:41,Wet,CAR,5,Serious
ACC02422,77.54384989,26.19184529,0.0,Clear,Night,Rural,47.30841863,5.0,01-02-2024 02:47,Dry,Truck,10,Minor
ACC02809,73.73085413,104.0605513,0.0,Clear,Morning,City,53.89664311,1.0,01-02-2024 11:40,Slippery,Two-Wheeler,35,Serious
ACC02201,87.06522165,43.38450208,1.0,Clear,Afternoon,City,81.97425847,2.0,01-02-2024 23:49,Wet,Auto,6,Fatal
ACC02721,89.31236151,41.32253074,0.0,Clear,Afternoon,City,53.92291423,0.0,02-02-2024 03:24,Dry,Two-Wheeler,14,Serious
ACC01310,67.12047349,40.70837844,1.0,Fog,Afternoon,Rural,66.48232048,1.0,02-02-2024 08:00,Wet,car,9,Fatal
ACC01662,58.2289721,44.33563922,0.0,Clear,Afternoon,Highway,16.64846551,2.0,02-02-2024 09:19,Dry,Auto,23,Minor
ACC01046,73.25489906,41.69799422,0.0,Clear,Afternoon,Highway,48.34747393,0.0,02-02-2024 09:31,Dry,CAR,17,Serious
ACC01461,57.92316024,73.77193646,0.0,Rain,Night,City,70.898093,,02-02-2024 18:01,Slippery,Auto,4,Fatal
ACC02838,84.38938373,78.8882439,0.0,Rain,Morning,Highway,63.48775974,1.0,02-02-2024 21:39,Wet,CAR,25,Serious
ACC02016,57.09260792,39.76472884,0.0,Clear,Night,Rural,45.18804982,1.0,03-02-2024 04:14,Slippery,Truck,9,Minor
ACC00880,77.8258991,46.07438697,0.0,Clear,Night,Rural,59.76383154,0.0,03-02-2024 04:51,Wet,CAR,6,Serious
ACC00320,58.04785418,96.40081444,1.0,Clear,Morning,City,83.3883829,1.0,03-02-2024 06:17,Slippery,Two-Wheeler,35,Fatal
ACC02830,54.50239469,77.24264807,0.0,Rain,Night,Rural,89.17273398,5.0,03-02-2024 07:02,Wet,Bus,9,Fatal
ACC00061,52.81238643,56.34906523,1.0,Rain,Morning,Highway,68.56852635,5.0,03-02-2024 07:07,Dry,truck,20,Fatal
ACC01229,74.45818675,55.53163011,0.0,Clear,Night,Rural,67.77029606,5.0,03-02-2024 07:52,Dry,Auto,28,Fatal
ACC00868,65.01685185,83.07234537,0.0,Clear,Night,City,71.66372907,0.0,03-02-2024 11:13,Dry,Motorcycle,26,Fatal
ACC00438,39.29847813,24.47391167,0.0,Rain,Morning,City,57.26507877,,03-02-2024 12:56,Wet,car,18,Serious
ACC01492,98.37298929,30.8486209,0.0,Rain,Afternoon,Rural,62.84205278,3.0,04-02-2024 03:02,Dry,CAR,1,Serious
ACC01848,47.00737728,39.41066073,0.0,Clear,Morning,City,33.59705171,1.0,04-02-2024 03:25,Slippery,Two-Wheeler,8,Minor
ACC02261,66.55107828,75.05081462,1.0,Clear,Afternoon,Rural,76.31096838,5.0,04-02-2024 10:41,Wet,Auto,8,Fatal
ACC01093,70.91444315,47.73038708,1.0,Clear,Morning,Rural,72.45766363,1.0,04-02-2024 16:49,Wet,car,37,Fatal
ACC01932,67.45048835,6.174922977,0.0,Clear,Night,Highway,51.80142809,0.0,05-02-2024 10:46,Slippery,Motorcycle,32,Serious
ACC02365,50.56104909,46.19518311,1.0,Rain,Night,Highway,66.4703038,1.0,05-02-2024 11:53,Dry,car,18,Fatal
ACC00239,50.07320303,53.6942095,1.0,Clear,Morning,Highway,60.27704589,4.0,05-02-2024 17:36,Slippery,Bus,37,Serious
ACC00111,31.21843177,26.76432312,0.0,Clear,Afternoon,Rural,31.35847175,3.0,06-02-2024 02:16,Slippery,SUV,15,Minor
ACC00011,53.04873461,48.12727623,1.0,Clear,Morning,City,54.16757055,1.0,06-02-2024 21:20,Slippery,Truck,31,Serious
ACC02906,71.25868751,42.24070062,0.0,Rain,Morning,City,59.33495438,1.0,07-02-2024 00:03,Wet,Two-Wheeler,6,Serious
ACC02934,74.32950837,5.0,0.0,Rain,Afternoon,City,35.849912,2.0,07-02-2024 21:12,Dry,truck,26,Minor
ACC00997,86.9652979,8.443763603,0.0,Clear,Morning,Rural,48.89665806,1.0,08-02-2024 00:40,Dry,Car,25,Serious
ACC01392,49.83426945,66.39850505,1.0,Clear,Afternoon,Rural,63.28081117,4.0,08-02-2024 01:00,Slippery,SUV,15,Serious
ACC00513,56.4157793,84.24080568,0.0,Rain,Night,Rural,55.52403051,3.0,08-02-2024 04:38,Wet,CAR,6,Serious
ACC02556,68.01943629,20.98144218,0.0,Clear,Morning,City,30.25634745,2.0,08-02-2024 07:51,Slippery,Truck,10,Minor
ACC00261,46.09604293,45.23779127,0.0,Clear,Afternoon,Highway,35.95206103,0.0,08-02-2024 12:36,Wet,Truck,6,Minor
ACC00267,84.48616956,32.43353846,0.0,Fog,Night,City,75.78826071,0.0,09-02-2024 20:14,Wet,car,11,Fatal
ACC00594,65.00493158,20.41111554,0.0,Clear,Afternoon,Rural,32.11339372,3.0,10-02-2024 00:07,Wet,Auto,25,Minor
ACC01462,41.63552646,86.98724283,0.0,Clear,Morning,Highway,48.30479194,0.0,10-02-2024 01:38,Wet,CAR,35,Minor
ACC00066,80.34360043,56.43186423,0.0,Clear,Night,Highway,65.75166361,4.0,10-02-2024 04:19,Dry,Bus,0,Fatal
ACC00891,72.30723272,63.85715168,0.0,Clear,Night,City,76.28575945,1.0,10-02-2024 05:32,Wet,truck,33,Fatal
ACC00643,56.10612973,30.20084415,1.0,Clear,Morning,Rural,63.63540495,3.0,10-02-2024 14:37,Wet,car,8,Serious
ACC00785,68.39685672,59.28739727,1.0,Rain,Afternoon,Highway,88.74752989,2.0,10-02-2024 17:50,Slippery,Truck,38,Fatal
ACC01074,,,,,,,,1.0,11-02-2024 02:37,Slippery,Motorcycle,22,
ACC02171,74.81001775,56.19789559,0.0,Rain,Night,City,53.11809081,0.0,11-02-2024 09:47,Dry,Car,26,Serious
ACC00833,44.9378885,70.72175302,0.0,Clear,Night,City,63.26267176,0.0,11-02-2024 11:39,Slippery,Motorcycle,10,Serious
ACC00820,75.98220563,26.31938884,1.0,Rain,Night,Rural,72.34580796,2.0,11-02-2024 18:49,Wet,Bus,1,Fatal
ACC00143,35.88775148,48.018114,0.0,Clear,Afternoon,City,29.93909888,4.0,11-02-2024 19:16,Slippery,Bus,24,Minor
ACC02724,82.22495104,37.92323405,0.0,Clear,Afternoon,Highway,61.53594291,2.0,11-02-2024 21:46,Dry,Car,8,Serious
ACC02108,69.57587888,50.92158443,0.0,Clear,Morning,City,45.91974323,3.0,12-02-2024 04:10,Slippery,Truck,0,Minor
ACC02843,82.15401639,20.12980443,0.0,Rain,Night,City,54.18354813,2.0,12-02-2024 14:38,Slippery,truck,39,Serious
ACC01861,57.98536888,40.48409112,0.0,Clear,Night,Highway,52.94503,0.0,12-02-2024 15:58,Dry,Car,11,Serious
ACC02860,62.91161446,37.37125945,0.0,Rain,Morning,City,58.06055372,4.0,12-02-2024 19:51,Dry,Bus,26,Serious
ACC00591,61.07349356,71.36758667,0.0,Clear,Night,City,59.19055666,4.0,13-02-2024 02:41,Wet,Two-Wheeler,25,Serious
ACC01902,54.99270765,29.64471382,0.0,Rain,Night,Highway,58.48663032,5.0,13-02-2024 18:37,Slippery,truck,0,Serious
ACC01696,89.08393499,46.03608647,0.0,Rain,Night,City,62.76707261,2.0,13-02-2024 20:56,Wet,Auto,0,Serious
ACC00225,52.92102201,55.67502047,0.0,Clear,Night,City,67.55161496,3.0,14-02-2024 11:23,Slippery,car,6,Fatal
ACC02595,72.72646323,72.49865091,0.0,Clear,Morning,Highway,71.37388495,0.0,14-02-2024 13:43,Dry,Auto,35,Fatal
ACC01200,80.46210645,61.42358812,0.0,Clear,Afternoon,Highway,39.13978441,1.0,14-02-2024 23:40,Dry,car,1,Minor
ACC00878,63.35681927,54.86009444,0.0,Clear,Night,Highway,61.84080398,4.0,15-02-2024 00:59,Slippery,Auto,28,Serious
ACC00338,55.17921238,47.0206138,0.0,Rain,Afternoon,Rural,48.69213914,2.0,15-02-2024 09:56,Slippery,Auto,29,Serious
ACC00275,45.27737023,31.67451799,0.0,Clear,Afternoon,Rural,35.17934528,5.0,15-02-2024 10:23,Slippery,Truck,39,Minor
ACC02785,52.69195618,47.23835331,0.0,Clear,Night,Rural,43.02640134,3.0,15-02-2024 15:27,Dry,car,33,Minor
ACC00459,51.69526042,50.37638099,0.0,Clear,Afternoon,Highway,32.79212245,3.0,15-02-2024 16:58,Wet,SUV,36,Minor
ACC00154,63.48380546,42.50355887,0.0,Clear,Afternoon,Rural,31.77536001,0.0,15-02-2024 19:38,Dry,CAR,29,Minor
ACC01658,79.76396303,31.17954599,0.0,Clear,Morning,Rural,70.64495374,4.0,15-02-2024 20:15,Wet,truck,35,Fatal
ACC02272,52.69157154,101.7581795,0.0,Clear,Morning,Rural,63.1541138,0.0,16-02-2024 10:50,Wet,truck,8,Serious
ACC00875,59.50309541,35.21257185,1.0,Clear,Afternoon,City,49.01017287,5.0,16-02-2024 15:10,Slippery,car,8,Serious
ACC02693,59.41039069,56.63295334,1.0,Clear,Night,Highway,53.88863571,1.0,16-02-2024 21:56,Wet,Motorcycle,28,Serious
ACC02488,59.31883173,58.56684101,0.0,Fog,Night,Rural,62.63291753,1.0,17-02-2024 03:52,Dry,truck,21,Serious
ACC02971,31.31617537,69.51426755,0.0,Fog,Afternoon,Rural,54.0975906,1.0,17-02-2024 04:30,Dry,truck,27,Serious
ACC02958,56.45167069,62.05160536,0.0,Clear,Morning,Highway,53.26190768,3.0,17-02-2024 13:28,Dry,SUV,0,Serious
ACC01064,33.90429332,56.3704201,0.0,Clear,Morning,Highway,43.14621749,4.0,17-02-2024 14:12,Wet,truck,3,Minor
ACC01136,74.46130752,42.23513893,0.0,Fog,Afternoon,Highway,81.88667987,0.0,17-02-2024 16:30,Dry,Truck,37,Fatal
ACC01987,70.8764368,45.57915073,0.0,Clear,Night,City,58.24514898,0.0,18-02-2024 06:50,Wet,Truck,23,Serious
ACC02429,76.8653004,34.57599401,1.0,Clear,Night,Rural,79.38936433,5.0,18-02-2024 07:21,Dry,CAR,2,Fatal
ACC02846,43.54046209,39.09627511,1.0,Clear,Afternoon,Rural,52.41177593,1.0,18-02-2024 10:29,Dry,Bus,22,Serious
ACC02570,56.48069145,30.03575483,0.0,Clear,Afternoon,Highway,27.85999892,4.0,18-02-2024 12:45,Wet,Auto,4,Minor
ACC02823,59.26654225,27.70355625,0.0,Clear,Morning,Highway,35.10398156,4.0,18-02-2024 21:29,Dry,car,0,Minor
ACC00780,69.31008146,48.27860614,0.0,Rain,Morning,City,32.79519387,5.0,18-02-2024 23:34,Slippery,Auto,17,Minor
ACC01003,60.89445555,50.36033744,0.0,Fog,Night,City,59.77658127,2.0,19-02-2024 06:31,Wet,Two-Wheeler,24,Serious
ACC01909,42.0911249,55.35687276,0.0,Clear,Morning,Rural,34.11224077,4.0,19-02-2024 19:59,Dry,Car,25,Minor
ACC02172,58.86073465,24.52828903,0.0,Clear,Night,Highway,59.00365159,4.0,19-02-2024 20:39,Dry,car,1,Serious
ACC01004,50.29594833,59.45260692,1.0,Clear,Morning,Highway,56.57798461,0.0,20-02-2024 10:56,Slippery,Two-Wheeler,12,Serious
